Table name;Table description;Table Abbreviation;Column name;Column datatype;Length;Precision;Domain;Primary key;Foreign key;Unique;Required;Parent table;Parent column;Column description;Column check constraint;Column default value
docs_section;Position géographique dans le lieu global (étagère, rayon, ...);Sections du lieu;idsection;INT;0;0;;True;False;False;True;;;Identifiant de la position géographique dans le lieu global (étagère, rayon, ...);;
docs_section;Position géographique dans le lieu global (étagère, rayon, ...);Sections du lieu;section_libelle;VARCHAR(255);255;0;;False;False;False;False;;;Libellé de la section;;
docs_section;Position géographique dans le lieu global (étagère, rayon, ...);Sections du lieu;sdoc_codage_import;VARCHAR(255);255;0;;False;False;False;True;;;Section codée par le prêteur dans la notice UNIMARC (issu de l'import);;
docs_section;Position géographique dans le lieu global (étagère, rayon, ...);Sections du lieu;sdoc_owner;INT;0;0;;False;True;False;True;lenders;idlender;Prêteur de l'exemplaire;;
docs_section;Position géographique dans le lieu global (étagère, rayon, ...);Sections du lieu;section_pic;VARCHAR(255);255;0;;False;False;False;True;;;Logo de la position géographique dans le lieu global (étagère, rayon, ...);;
docs_section;Position géographique dans le lieu global (étagère, rayon, ...);Sections du lieu;section_visible_opac;TINYINT;0;0;;False;False;False;True;;;Indique si la section est visible dans l'OPAC ( 0 : non, 1 : oui );;1
docs_statut;Statuts des exemplaires (Perdu, en cours de saisie, ...)	;Status exemplaires;idstatut;INT;0;0;;True;False;False;True;;;Identifiant du statut des exemplaires (Perdu, en cours de saisie, ...)	;;
docs_statut;Statuts des exemplaires (Perdu, en cours de saisie, ...)	;Status exemplaires;statusdoc_owner;INT;0;0;;False;True;False;True;lenders;idlender;Prêteur;;
docs_statut;Statuts des exemplaires (Perdu, en cours de saisie, ...)	;Status exemplaires;statut_libelle;VARCHAR(255);255;0;;False;False;False;False;;;Libellé du statut;;
docs_statut;Statuts des exemplaires (Perdu, en cours de saisie, ...)	;Status exemplaires;pret_flag;TINYINT;0;0;;False;False;False;True;;;Prêtable dans ce statut (1=prêtable, 0=non prêtable);;1
docs_statut;Statuts des exemplaires (Perdu, en cours de saisie, ...)	;Status exemplaires;statusdoc_codage_import;CHAR(2);2;0;;False;False;False;True;;;Statut UNIMARC (issu de l'import);;
docs_type;Types d'exemplaires (catégories de prêt);Types exemplaires;idtyp_doc;INT;0;0;;True;False;False;True;;;Identifiant des types d'exemplaires (catégories de prêt);;
docs_type;Types d'exemplaires (catégories de prêt);Types exemplaires;tdoc_owner;INT;0;0;;False;True;False;True;lenders;idlender;Prêteur;;
docs_type;Types d'exemplaires (catégories de prêt);Types exemplaires;tdoc_libelle;VARCHAR(255);255;0;;False;False;False;False;;;Libellé du type;;
docs_type;Types d'exemplaires (catégories de prêt);Types exemplaires;duree_pret;INT;0;0;;False;False;False;True;;;Durée autorisée de prêt pour ce type d'exemplaire (en jours);;
docs_type;Types d'exemplaires (catégories de prêt);Types exemplaires;duree_resa;INT;0;0;;False;False;False;True;;;Durée de réservation en fonction du type de document (en quotas simples)0;;15
docs_type;Types d'exemplaires (catégories de prêt);Types exemplaires;tdoc_codage_import;VARCHAR(255);255;0;;False;False;False;True;;;Type de document UNIMARC (issu de l'import);;
docs_type;Types d'exemplaires (catégories de prêt);Types exemplaires;tarif_pret;DECIMAL(16,2);16;2;;False;False;False;False;;;Tarif de la catégorie de prêt;;0.00
docsloc_section;lien entre la table docs_location et docs_section;;num_location;INT;0;0;;True;True;False;True;docs_location;idlocation;Identifiant de la table docs_location;;
